Packet Log,Channle:,DatagramSocket2,TimeStamp:,01-03-2026_11-45-24
Seq,Received,Delay(ms),Status
1183,1,0,OK
1184,1,127,OK
1185,0,0,TIMEOUT
1186,0,0,TIMEOUT
1187,0,0,TIMEOUT
1188,0,0,TIMEOUT
1189,0,0,TIMEOUT
1189,1,0,OUT_OF_ORDER
1190,1,0,OK
1191,1,125,OK
1192,1,125,OK
1193,1,0,OK
1194,1,0,OK
1195,1,126,OK
1196,1,125,OK
1197,1,0,OK
1198,1,0,OK
1199,1,126,OK
1200,0,0,TIMEOUT
1201,0,0,TIMEOUT
1202,0,0,TIMEOUT
1203,0,0,TIMEOUT
1204,0,0,TIMEOUT
1205,0,0,TIMEOUT
1206,0,0,TIMEOUT
1207,0,0,TIMEOUT
1208,0,0,TIMEOUT
1208,1,69,OUT_OF_ORDER
1209,1,69,OK
1210,1,69,OK
1211,1,68,OK
1212,1,69,OK
1213,1,69,OK
1214,1,68,OK
1215,1,68,OK
1216,1,67,OK
1217,1,67,OK
1218,1,67,OK
1219,1,67,OK
1220,1,68,OK
1221,1,68,OK
1222,1,68,OK
1223,1,68,OK
1224,1,67,OK
1225,1,67,OK
1226,1,67,OK
1227,1,67,OK
1228,1,67,OK
1229,1,67,OK
1230,1,67,OK
1231,1,67,OK
1232,1,66,OK
1233,1,66,OK
1234,1,66,OK
1235,1,66,OK
1236,1,192,OK
1237,1,67,OK
1238,1,67,OK
1239,1,192,OK
1240,1,66,OK
1241,1,66,OK
1242,1,66,OK
1244,1,65,OUT_OF_ORDER
1245,1,66,OK
1246,1,66,OK
1247,0,0,TIMEOUT
1248,0,0,TIMEOUT
1251,1,0,OUT_OF_ORDER
1252,1,0,OK
1253,1,0,OK
1254,1,0,OK
1255,1,0,OK
1256,1,0,OK
1257,1,1,OK
1258,1,1,OK
1259,1,1,OK
1260,1,0,OK
1261,1,1,OK
1262,1,1,OK
1263,1,0,OK
1264,1,0,OK
1265,1,0,OK
1266,1,0,OK
1267,1,0,OK
1268,1,0,OK
1269,1,0,OK
1270,1,0,OK
1271,1,0,OK
1272,1,0,OK
1273,1,0,OK
1274,1,0,OK
1275,0,0,TIMEOUT
1276,0,0,TIMEOUT
1277,0,0,TIMEOUT
1278,0,0,TIMEOUT
1279,0,0,TIMEOUT
1280,0,0,TIMEOUT
1281,0,0,TIMEOUT
1282,0,0,TIMEOUT
1283,0,0,TIMEOUT
1284,0,0,TIMEOUT
1285,0,0,TIMEOUT
1285,1,0,OUT_OF_ORDER
1286,1,0,OK
1287,1,125,OK
1288,1,0,OK
1289,1,0,OK
1290,0,0,TIMEOUT
1291,0,0,TIMEOUT
1292,0,0,TIMEOUT
1293,0,0,TIMEOUT
1294,0,0,TIMEOUT
1295,0,0,TIMEOUT
1295,1,0,OUT_OF_ORDER
1296,1,0,OK
1297,1,0,OK
1298,1,126,OK
1299,1,0,OK
1300,1,0,OK
1301,1,125,OK
1302,1,125,OK
1303,1,0,OK
1304,1,0,OK
1305,1,126,OK
1306,1,126,OK
1307,1,0,OK
1308,1,1,OK
1309,1,1,OK
1310,1,126,OK
1311,1,0,OK
1312,1,0,OK
1313,1,126,OK
1314,1,125,OK
1315,1,0,OK
1316,1,0,OK
1317,1,125,OK
1318,1,125,OK
1319,1,0,OK
1320,0,0,TIMEOUT
1321,0,0,TIMEOUT
1322,0,0,TIMEOUT
1323,0,0,TIMEOUT
1323,1,89,OUT_OF_ORDER
1324,1,89,OK
1325,1,89,OK
1326,1,89,OK
1327,1,89,OK
1328,1,89,OK
1329,1,89,OK
1330,1,89,OK
1331,1,90,OK
1332,1,90,OK
1333,1,90,OK
1334,0,0,TIMEOUT
1334,1,111,OUT_OF_ORDER
1335,1,111,OK
1336,1,111,OK
1337,1,111,OK
1338,1,237,OK
1339,1,111,OK
1340,1,111,OK
1341,1,111,OK
1342,1,0,OK
1343,1,126,OK
1344,1,126,OK
1345,1,126,OK
1346,1,125,OK
1347,1,124,OK
1348,1,124,OK
1349,1,124,OK
1350,1,124,OK
1351,1,125,OK
1352,1,125,OK
1353,1,125,OK
1354,1,125,OK
1355,1,124,OK
1356,1,124,OK
1357,1,124,OK
1358,1,249,OK
1359,1,123,OK
1360,1,123,OK
1361,1,123,OK
1362,1,123,OK
1363,1,123,OK
1364,1,123,OK
1365,1,123,OK
1366,1,249,OK
1367,1,123,OK
1368,1,123,OK
1369,1,123,OK
1370,1,249,OK
1371,1,124,OK
1372,1,124,OK
1373,1,124,OK
1374,1,249,OK
1375,1,123,OK
1376,1,123,OK
1377,1,123,OK
1378,1,123,OK
1379,1,123,OK
1380,1,123,OK
1381,1,123,OK
1384,1,123,OUT_OF_ORDER
1385,1,123,OK
1386,1,0,OK
1387,1,0,OK
1388,1,125,OK
1389,1,126,OK
1390,1,1,OK
1391,1,1,OK
1392,1,126,OK
1393,1,127,OK
1394,0,0,TIMEOUT
1395,0,0,TIMEOUT
1396,0,0,TIMEOUT
1397,0,0,TIMEOUT
1398,0,0,TIMEOUT
1401,1,0,OUT_OF_ORDER
1402,1,0,OK
1403,1,0,OK
1404,1,0,OK
1405,1,0,OK
1408,1,0,OUT_OF_ORDER
1409,1,0,OK
1410,0,0,TIMEOUT
1411,0,0,TIMEOUT
1412,0,0,TIMEOUT
1413,0,0,TIMEOUT
1410,1,89,OUT_OF_ORDER
1411,1,89,OUT_OF_ORDER
1412,1,89,OUT_OF_ORDER
1413,1,89,OUT_OF_ORDER
1414,0,0,TIMEOUT
1414,1,109,OUT_OF_ORDER
1415,1,109,OK
1416,1,109,OK
1417,1,0,OK
1418,1,0,OK
1419,1,126,OK
1420,0,0,TIMEOUT
1421,0,0,TIMEOUT
1422,0,0,TIMEOUT
1423,0,0,TIMEOUT
1424,0,0,TIMEOUT
1426,1,0,OUT_OF_ORDER
1427,1,125,OK
1428,1,125,OK
1429,1,0,OK
1430,1,0,OK
1433,1,0,OUT_OF_ORDER
1434,1,0,OK
1435,1,0,OK
1436,1,0,OK
1437,1,0,OK
1438,0,0,TIMEOUT
1439,0,0,TIMEOUT
1440,0,0,TIMEOUT
1441,0,0,TIMEOUT
1442,0,0,TIMEOUT
1442,1,0,OUT_OF_ORDER
1443,1,0,OK
1444,1,125,OK
1445,1,0,OK
1446,1,0,OK
1447,1,1,OK
